section_name,firstname,pub_date,gender
Live,Nicholas,2017-02-02,M
Dance,Siobhan,2017-02-02,F
DealBook,Michael,2017-02-02,M
Music,David,2017-02-02,M
Politics,Ron,2017-02-02,M
Hockey,Allan,2017-02-02,M
Television,Mike,2017-02-02,M
Music,Roslyn,2017-02-02,F
DealBook,Michael,2017-02-02,M
Dance,Gia,2017-02-02,F
Music,Jon,2017-02-02,M
Dance,Alastair,2017-02-02,M
Soccer,Andrew,2017-02-02,M
Art & Design,Roberta,2017-02-02,F
Art & Design,Jason,2017-02-02,M
Fashion & Beauty,Isabel,2017-02-02,F
Pro Football,Daniel,2017-02-02,M
Men’s Style,Steven,2017-02-02,M
Move,Nicholas,2017-02-02,M
Art,Carter,2017-02-02,M
Art & Design,Robin,2017-02-02,F
Energy & Environment ,Hiroko,2017-02-02,F
Africa,Jeffrey,2017-02-02,M
Politics,Elsa,2017-02-02,F
DealBook,Antony,2017-02-02,M
Art & Design,Robin,2017-02-02,F
Europe,Dan,2017-02-02,M
Men’s Style,Steven,2017-02-02,M
Art & Design,Farah,2017-02-02,F
Europe,Steven,2017-02-02,M
Fashion & Beauty,Alex,2017-02-02,M
Pro Football,Benjamin,2017-02-02,M
DealBook,Stephen,2017-02-02,M
Middle East,Thomas,2017-02-02,M
Pro Football,David,2017-02-02,M
Middle East,David,2017-02-02,M
Middle East,Mark,2017-02-02,M
Europe,Palko,2017-02-02,U
Art & Design,Randy,2017-02-02,M
Men’s Style,Sam,2017-02-02,M
Australia,Megan,2017-02-02,F
Politics,Robert,2017-02-02,M
Music,Andrew,2017-02-02,M
Television,Neil,2017-02-02,M
Australia,Jane,2017-02-02,F
Personal Tech,J.,2017-02-02,U
DealBook,Landon,2017-02-02,M
Media,Michael,2017-02-02,M
Music,Joshua,2017-02-02,M
New Cars,Tom,2017-02-02,M
Media,Sapna,2017-02-02,F
Politics,Coral,2017-02-02,F
Politics,Jeremy,2017-02-02,M
Entertainment,Gabé,2017-02-02,U
Weddings,Lois,2017-02-02,F
Africa,Kimiko,2017-02-02,F
Politics,Mark,2017-02-02,M
Asia Pacific,Wai,2017-02-02,M
College Basketball,Marc,2017-02-02,M
Asia Pacific,Didi,2017-02-02,F
Media,Sydney,2017-02-02,F
College Basketball,Victor,2017-02-02,M
Television,Brooks,2017-02-02,M
DealBook,Jack,2017-02-02,M
Europe,Rick,2017-02-02,M
DealBook,Amie,2017-02-02,F
Music,Joshua,2017-02-02,M
Politics,Katie,2017-02-02,F
Africa,Jeffrey,2017-02-02,M
Politics,Carl,2017-02-02,M
Politics,Katie,2017-02-02,F
Education Life,Interview,2017-02-02,U
Art & Design,Holland,2017-02-02,GN
Education Life,Joseph,2017-02-02,M
Politics,Peter,2017-02-02,M
Book Review,Krys,2017-02-02,F
Book Review,Meghan,2017-02-02,F
Middle East,Amanda,2017-02-02,F
Asia Pacific,Michael,2017-02-02,M
Television,Kathryn,2017-02-02,F
Politics,Glenn,2017-02-02,M
Pro Basketball,Mike,2017-02-02,M
Americas,Elisabeth,2017-02-02,F
Politics,Jennifer,2017-02-02,F
Europe,Sewell,2017-02-02,M
Middle East,Eric,2017-02-02,M
Europe,Alison,2017-02-02,F
Politics,Scott,2017-02-02,M
Politics,Lawrence,2017-02-02,M
Politics,Maggie,2017-02-02,F
Europe,Sewell,2017-02-02,M
Middle East,Mark,2017-02-02,M
Europe,Sam,2017-02-02,M
Pro Football,Ken,2017-02-02,M
Politics,Jeremy,2017-02-02,M
Men’s Style,Max,2017-02-01,M
Politics,Jacey,2017-02-01,F
Politics,Barry,2017-02-01,M
DealBook,Stacy,2017-02-01,F
Pro Football,Benjamin,2017-02-01,M
Food,Laura,2017-02-01,F
Dance,Alastair,2017-02-01,M
Media,John,2017-02-01,M
Weddings,Marianne,2017-02-01,F
Europe,Andrew,2017-02-01,M
Music,Jon,2017-02-01,M
Television,Neil,2017-02-01,M
Music,Yonette,2017-02-01,U
DealBook,Jeffrey,2017-02-01,M
Men’s Style,Guy,2017-02-01,M
Hockey,Filip,2017-02-01,M
Asia Pacific,Geeta,2017-02-01,F
Television,James,2017-02-01,M
Art,Hettie,2017-02-01,F
Music,Giovanni,2017-02-01,M
Music,Zachary,2017-02-01,M
Television,Neil,2017-02-01,M
Art & Design,Holland,2017-02-01,GN
Dance,Brian,2017-02-01,M
Men’s Style,John,2017-02-01,M
Politics,Gardiner,2017-02-01,M
College Football,Ben,2017-02-01,M
Politics,Yamiche,2017-02-01,U
Travel,Lindsay,2017-02-01,F
Economy,Binyamin,2017-02-01,M
Europe,Patrick,2017-02-01,M
Politics,Margot,2017-02-01,F
Lesson Plans,Michael,2017-02-01,M
Europe,Stephen,2017-02-01,M
Television,Mike,2017-02-01,M
Men’s Style,Alex,2017-02-01,M
Politics,Eric,2017-02-01,M
Music,David,2017-02-01,M
Music,Joe,2017-02-01,M
Americas,Somini,2017-02-01,U
Personal Tech,J.,2017-02-01,U
Europe,Raphael,2017-02-01,M
Asia Pacific,Serena,2017-02-01,F
Education Life,Sam,2017-02-01,M
Men’s Style,Valeriya,2017-02-01,F
Europe,Aurelien,2017-02-01,U
Entrepreneurship,Joanne,2017-02-01,F
Politics,Matt,2017-02-01,M
Personal Tech,Kit,2017-02-01,M
Art & Design,Hilarie,2017-02-01,F
Middle East,Camilla,2017-02-01,F
Middle East,Mark,2017-02-01,M
Politics,Susanne,2017-02-01,F
DealBook,Nathaniel,2017-02-01,M
Mind,David,2017-02-01,M
Music,Will,2017-02-01,M
Pro Football,Victor,2017-02-01,M
DealBook,Amie,2017-02-01,F
The Daily,Michael,2017-02-01,M
Asia Pacific,Choe,2017-02-01,U
Education Life,Erik,2017-02-01,M
Pro Football,Bill,2017-02-01,M
Asia Pacific,Rod,2017-02-01,M
Politics,Emmarie,2017-02-01,F
Move,Gretchen,2017-02-01,F
Personal Tech,Brian,2017-02-01,M
Men’s Style,Sridhar,2017-02-01,M
Book Review,Lawrence,2017-02-01,M
Book Review,Alan,2017-02-01,M
Asia Pacific,Felipe,2017-02-01,M
Middle East,Ian,2017-02-01,M
Asia Pacific,Saw,2017-02-01,M
Television,Kathryn,2017-02-01,F
Television,Dave,2017-02-01,M
Hockey,Allan,2017-02-01,M
DealBook,Michael,2017-02-01,M
Media,William,2017-02-01,M
Music,Zachary,2017-02-01,M
Politics,Peter,2017-02-01,M
Soccer,Rory,2017-02-01,M
DealBook,Stacy,2017-02-01,F
Music,Daniel,2017-02-01,M
Americas,Craig,2017-02-01,M
Music,Sam,2017-02-01,M
Hockey,Tom,2017-02-01,M
Politics,Robert,2017-02-01,M
Politics,Adam,2017-02-01,M
Politics,Alicia,2017-02-01,F
Asia Pacific,Mujib,2017-02-01,U
Europe,Andrew,2017-02-01,M
Baseball,James,2017-02-04,M
Hockey,Gary,2017-02-04,M
Pro Football,Ken,2017-02-04,M
Europe,Rick,2017-02-04,M
Soccer,Rory,2017-02-04,M
Golf,Lisa,2017-02-04,F
Sunday Review,Nicholas,2017-02-04,M
Sunday Review,Charles,2017-02-04,M
Sunday Review,Maureen,2017-02-04,F
Sunday Review,David,2017-02-04,M
Sunday Review,Henry,2017-02-04,M
Sunday Review,Marc,2017-02-04,M
Sunday Review,Linda,2017-02-04,F
Pro Basketball,Filip,2017-02-04,M
Sunday Review,Lynn,2017-02-04,F
Sunday Review,Wajahat,2017-02-04,U
Sunday Review,Cathy,2017-02-04,F
Sunday Review,Paul,2017-02-04,M
Politics,Charlie,2017-02-04,M
Politics,United,2017-02-04,U
Art & Design,Robin,2017-02-04,F
Pro Football,Bill,2017-02-04,M
Politics,Eric,2017-02-04,M
Politics,Nicholas,2017-02-04,M
Politics,Adam,2017-02-04,M
Asia Pacific,Jane,2017-02-04,F
Americas,Simon,2017-02-04,M
